,dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label,proto_3pc,proto_a/n,proto_aes-sp3-d,proto_any,proto_argus,proto_aris,proto_arp,proto_ax.25,proto_bbn-rcc,proto_bna,proto_br-sat-mon,proto_cbt,proto_cftp,proto_chaos,proto_compaq-peer,proto_cphb,proto_cpnx,proto_crtp,proto_crudp,proto_dcn,proto_ddp,proto_ddx,proto_dgp,proto_egp,proto_eigrp,proto_emcon,proto_encap,proto_etherip,proto_fc,proto_fire,proto_ggp,proto_gmtp,proto_gre,proto_hmp,proto_i-nlsp,proto_iatp,proto_ib,proto_icmp,proto_idpr,proto_idpr-cmtp,proto_idrp,proto_ifmp,proto_igmp,proto_igp,proto_il,proto_ip,proto_ipcomp,proto_ipcv,proto_ipip,proto_iplt,proto_ipnip,proto_ippc,proto_ipv6,proto_ipv6-frag,proto_ipv6-no,proto_ipv6-opts,proto_ipv6-route,proto_ipx-n-ip,proto_irtp,proto_isis,proto_iso-ip,proto_iso-tp4,proto_kryptolan,proto_l2tp,proto_larp,proto_leaf-1,proto_leaf-2,proto_merit-inp,proto_mfe-nsp,proto_mhrp,proto_micp,proto_mobile,proto_mtp,proto_mux,proto_narp,proto_netblt,proto_nsfnet-igp,proto_nvp,proto_ospf,proto_pgm,proto_pim,proto_pipe,proto_pnni,proto_pri-enc,proto_prm,proto_ptp,proto_pup,proto_pvp,proto_qnx,proto_rdp,proto_rsvp,proto_rtp,proto_rvd,proto_sat-expak,proto_sat-mon,proto_sccopmce,proto_scps,proto_sctp,proto_sdrp,proto_secure-vmtp,proto_sep,proto_skip,proto_sm,proto_smp,proto_snp,proto_sprite-rpc,proto_sps,proto_srp,proto_st2,proto_stp,proto_sun-nd,proto_swipe,proto_tcf,proto_tcp,proto_tlsp,proto_tp++,proto_trunk-1,proto_trunk-2,proto_ttp,proto_udp,proto_unas,proto_uti,proto_vines,proto_visa,proto_vmtp,proto_vrrp,proto_wb-expak,proto_wb-mon,proto_wsn,proto_xnet,proto_xns-idp,proto_xtp,proto_zero,service_-,service_dhcp,service_dns,service_ftp,service_ftp-data,service_http,service_irc,service_pop3,service_radius,service_smtp,service_snmp,service_ssh,service_ssl,state_ACC,state_CLO,state_CON,state_ECO,state_FIN,state_INT,state_PAR,state_REQ,state_RST,state_URN,state_no,attack_cat_Analysis,attack_cat_Backdoor,attack_cat_DoS,attack_cat_Exploits,attack_cat_Fuzzers,attack_cat_Generic,attack_cat_Normal,attack_cat_Reconnaissance,attack_cat_Shellcode,attack_cat_Worms
sloss,0.0,0.0,0.02056015389818788,0.9920705456754807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047214631414433965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011925049606428385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015459063863677975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012905438475095624,0.0,0.0,0.0,0.0,-0.023851799686503375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010444894150529236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009872073229562137,0.0,0.0,0.0,0.0,0.0,0.0,-0.06834356856822545,0.0,-0.01161035234773944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01103417651803223,0.0,0.0,0.0,0.0,0.0,0.0,-0.15840891639767965,0.0,0.0,-0.009948907233294666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009982093062265877,-0.009872073229569527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010984938612069355,0.0,0.0,-0.013589137768924313,-0.0024200237656113663,0.0,0.0,0.0,0.0,0.0,0.2109921140424365,0.0,0.0,0.0,0.0,-0.0002550013215465301,0.0,0.0,-0.00027974018493018103,0.0015146487048457885,0.0,0.0,0.0005252265385390476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dloss,0.0,0.0,1.0237351445420755,0.580157643102237,0.0,0.0,0.0,0.0,0.0,0.0,-0.7651132245259027,0.0,0.0,0.0,0.0,-0.00095705441713525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00535336804569557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012762685514412026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021146145402871193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09272659561139379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009127520171634292,-0.00846261263897563,0.0,0.0,0.0,0.0,0.0,-0.10192182999539995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.446704451297367e-05,0.030336071103285553,0.028525975539883366,0.00014912328276484485,0.00045627304862562646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sinpkt,0.0,0.0,-0.3563375667008205,0.05960995018953358,0.0,0.0,0.0,0.0,0.0,-0.031014526345513767,0.0,0.3402132819772656,0.0,0.12151975104012586,-0.025422081023825132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06034015119906308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028231957479230487,0.0,0.0,0.0,0.0,-0.1812686687978963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03357734004730629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1407814153514215,0.0,0.0,0.0,0.0,-0.13612284278851122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17825177955102697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13141923846370449,-0.13629773564651756,-0.15330880530787197,0.0,-0.11404323608944525,0.0,-0.1372443348777885,0.0,0.0,0.0,0.0,0.0,0.0,-4.554479511975299e-05,0.0,0.0,-4.8367523534721176e-05,0.13114648943779997,0.0,0.00030813331401866696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dinpkt,0.0,0.0,0.0,0.07611136614213977,0.0,0.0,0.0,0.0,0.0,-0.0011184706008170412,-0.07557921154823169,-0.0041143831708026655,0.0,0.0,0.6936981916263296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013681013101440043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02180540209247293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015795922232659555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02957690565438273,-0.01565285961563719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8977540230505785e-06,-0.04044875479899935,-0.5535873969949907,-1.3540548146999103e-05,5.985865306345621e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjit,0.0,0.0,-0.021196103285918436,0.0,0.0,0.0,0.0,0.0,0.0,-0.014226931232002868,0.002952903053933462,0.0,0.0,0.0,0.0,0.515426606935038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054506504293940095,0.0,0.0,0.0,0.0,0.0,0.0,-0.047553660238907565,0.0,0.08171764367871574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07568387471023047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039388419847173506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05209143815616184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07330487039073082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08824401498925576,-0.16141381140332933,-0.3437194152423289,0.0,-0.30620079343038337,0.0,-0.014116521788300206,0.0,-0.0174091227719379,-0.4855985307017917,0.0,0.0,0.0,-1.8268273953965755e-11,0.0,0.0,0.0,0.0,0.7931448955439793,4.772153221840794e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
djit,0.0,0.0,0.04814374818418344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swin,-0.0388278874079977,-0.007859711668709482,0.0,-0.066375636242905,0.0,0.0,0.0,0.0,0.0,-0.0023304485251304198,0.08216161848170475,0.006429175016343729,-0.0325038878090357,0.003851884976568709,0.0023545020736618666,0.004285662300762643,0.0,0.0,0.0,0.9923583883240804,0.0,0.0,0.0,0.0,0.0,0.0,0.0010905302701569226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011263647061529498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17400002666030892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009662022913385486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2576322571646876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07233718285519838,0.0,0.0,0.0,0.0,0.01735235687286309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00913472009924463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008407073556534883,0.0,0.0,0.0,0.0,0.0,0.00615731896207839,0.0,-5.626291791714293e-05,1.487672354091075,0.029795052805977235,8.199443035875971e-05,-0.00011012016602956932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stcpb,0.0,0.0,0.7087781520494834,-0.5545485785936318,0.0,0.0,0.0,0.0,0.0,0.08275621705349305,0.43967527397181416,-0.6696729898657979,0.0,0.004729574549957747,0.030305364868603628,0.0038267270457574675,0.0,0.0,0.5030398371426515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007485237682698832,0.0,0.0,0.0,0.0,0.0,0.0,-0.011252250457692632,0.0,-0.00321109107499769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15877446036840562,0.0,0.0,-0.24474458690735104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13656476951782717,0.0,0.0,0.0,0.0,-0.24237759348859558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11610048564502687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11183907507258087,0.0,0.0,0.0,0.0,0.0,0.0,-0.14502420804853794,0.0,-0.1109078919789628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11606617169935965,0.0,0.0,0.0,0.0,0.0,0.0,-0.15885867058346426,0.0,0.0,-0.11051976879133463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11281477121435389,-0.1118839754667795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24013977576829565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496555912452039,0.47066274562278115,0.48791842983294065,0.0,0.4326301909176003,0.0,0.42565569966041994,0.0,0.0,0.26518361223949183,0.0,0.0,0.0,0.0,0.0,0.0,1.3828590036508922e-05,-0.1938525286824716,0.3015481737228815,-0.00014398711293622725,-0.00043613258792712917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dtcpb,0.0,0.0,1.4092461241964658,-1.0401191526638445,0.0,0.0,0.0,0.0,0.0,0.16708522857985392,0.807300391722572,-1.3395576014025505,0.0,0.0,0.07692575326094295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004506591370303463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3229420192037656,0.0,0.0,-0.4799393304690766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2789987468755919,0.0,0.0,0.0,0.0,-0.4900482353318763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2380392604542478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2291619127514992,0.0,0.0,0.0,0.0,0.0,0.0,-0.29386222826576575,0.0,-0.22786154779449136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2392605739658986,0.0,0.0,0.0,0.0,0.0,0.0,-0.33295306817659115,0.0,0.0,-0.22695201242681315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23125378952022846,-0.22932779032823045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48560518180720946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8565028622170694,0.9168897464457522,0.9722134840796013,0.0,0.8827325101283146,0.0,0.8625524753056067,0.0,0.1616013045216279,0.4981896617847545,0.0,0.0,0.0,0.0,0.0,0.0,2.5937066125418447e-05,-0.4052013360371644,0.5516621465876691,-0.00027102269804597724,-0.0008180164120879017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dwin,0.007964629179688243,0.16467423729299832,0.5016020799923802,-0.600814859342025,0.0,0.0,0.0,0.0,0.0,0.07771391220111105,0.36101079712741996,-0.49955420482551055,0.0,0.0,0.03665821577263788,0.0,0.0,0.3939946876315516,0.39429524567494023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003369600020221113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15504571853946067,0.0,0.0,-0.23660429083765902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13355122482188092,0.0,0.0,0.0,0.0,-0.23609481999915705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11345820035748619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1074767635705867,0.0,0.0,0.0,0.0,0.0,0.0,-0.22223355723845337,0.0,-0.11409999580281634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11688362928645661,0.0,-0.02598618351844419,0.0,0.0,0.0,0.0,-0.1773565286860957,0.0,0.0,-0.1113740214109175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10604553955175995,-0.1075231219176415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23463625348848627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43062314633260995,0.444866163755384,0.46058023034026463,0.0,0.41655711304633974,0.0,0.420869647691532,0.0,0.11537396159149416,0.24011004450665482,0.0,0.0,0.0,-0.0007388060047413121,0.0,0.0,0.0004875016634945065,-0.2174960033474608,0.01774215869286658,-0.0021125363776852172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tcprtt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796720597870596,0.49264290527606946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synack,0.016682132922702254,0.0,-0.1388131497364677,0.002703356268299,0.11963227953683815,0.0,0.06708564495410349,0.0,0.0,-0.017095980995764478,0.0,0.0,0.0,0.0,0.006572042957929121,0.0,0.004244267523023724,0.0,0.0,0.6362985676594739,0.0,0.0,0.489587452527203,0.0,-0.02290733863009354,0.0,0.0,0.0,0.305264465427692,0.0,0.0,0.0,0.0,0.0,-0.011420996223092556,0.006586933483904595,0.0,0.0,0.007797751051010525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07006839594686609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016622911998803988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0737591411827637,-0.09152142652277528,0.0,0.0,0.0,-0.10459012574204976,0.0,0.0,0.0,-1.1847630230954291,-2.8136958339824405,0.13914544216624897,0.11460219600176778,-0.948566828548186,-0.6134461540643634,0.12436616119036034,-1.848079762934208,-0.7930483485763801,-0.0006693999452674101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ackdat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6304684862816082e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587005453749959,0.0,0.9740037449071455,-1.6419573495433507e-07,0.0,-1.6398568829697034e-07,1.0729010651083064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
